player_id,player_name,position,birthdate,team_nfl,sleeper_id,mfl_id
10082,Trevor Siemian,QB,12/26/1991,NOS,,12381
10083,CJ Uzomah,TE,1/14/1992,CIN,2460,12317
10084,James O'Shaughnessy,TE,1/14/1992,JAC,,12330
10085,Richard Rodgers,TE,1/22/1992,PHI,2146,11785
10086,James White,RB,2/3/1992,NEP,1848,11747
10087,Tyrell Williams,WR,2/12/1992,DET,2583,12391
10088,Le'Veon Bell,RB,2/18/1992,KCC,1408,11192
10089,Devonta Freeman,RB,3/15/1992,NOS,,11660
10090,Damien Williams,RB,4/3/1992,CHI,1833,11886
10091,Raheem Mostert,RB,4/9/1992,SFO,2749,12447
10092,Robert Woods,WR,4/10/1992,LAR,1352,11228
10093,Jordan Akins,TE,4/19/1992,HOU,5032,13753
10094,Kenny Stills,WR,4/22/1992,FA,,11227
10095,Keenan Allen,WR,4/27/1992,LAC,1479,11222
10096,Blake Bortles,QB,4/28/1992,GBP,,11642
10097,Jerick McKinnon,RB,5/3/1992,SFO,2161,11761
10098,Devontae Booker,RB,5/27/1992,LVR,3209,12629
10099,DeAndre Hopkins,WR,6/6/1992,ARI,1426,11232
10100,Albert Wilson,WR,7/12/1992,MIA,2025,11890
10101,Brandon Allen,QB,9/5/1992,CIN,,12621
10102,Darren Waller,TE,9/13/1992,LVR,2505,12263
10103,Matt LaCosse,TE,9/21/1992,NEP,,12596
10104,Tyler Lockett,WR,9/28/1992,SEA,2374,12187
10105,Tyler Kroft,TE,10/15/1992,NYJ,2390,12212
10106,Willie Snead,WR,10/17/1992,BAL,1911,11951
10107,Chris Conley,WR,10/25/1992,JAC,2381,12257
10108,Jakeem Grant,WR,10/30/1992,MIA,3342,12814
10109,Odell Beckham,WR,11/5/1992,CLE,2078,11679
10110,Alex Erickson,WR,11/6/1992,CIN,3433,12913
10111,Teddy Bridgewater,QB,11/10/1992,DEN,2152,11640
10112,Jarvis Landry,WR,11/28/1992,CLE,1825,11680
10113,Davante Adams,WR,12/24/1992,GBP,2133,11675
10114,Carson Wentz,QB,12/30/1992,IND,3161,12610
10115,Tyler Higbee,TE,1/1/1993,LAR,3271,12678
10116,Phillip Dorsett,WR,1/5/1993,JAC,,12188
10117,DeVante Parker,WR,1/20/1993,MIA,2319,12176
10118,Ty Montgomery,RB,1/22/1993,NOS,2399,12261
10119,Damiere Byrd,WR,1/27/1993,NEP,2673,12464
10120,Nick Boyle,TE,2/17/1993,BAL,,12328
10121,Mike Davis,RB,2/19/1993,CAR,2431,12164
10122,DeAndre Washington,RB,2/22/1993,MIA,,12857
10123,Michael Thomas,WR,3/3/1993,NOS,3199,12652
10124,Nick Vannett,TE,3/6/1993,NOS,,12680
10125,Taylor Heinicke,QB,3/15/1993,WAS,2711,12476
10126,Marvin Hall,WR,4/10/1993,CLE,,13505
10127,Eric Ebron,TE,4/10/1993,PIT,2118,11695
10128,Melvin Gordon,RB,4/13/1993,DEN,2320,12151
10129,Tevin Coleman,RB,4/16/1993,SFO,2378,12152
10130,Keelan Cole,WR,4/20/1993,JAC,4622,13412
10131,Jeff Driskel,QB,4/23/1993,HOU,,12623
10132,Robby Anderson,WR,5/9/1993,CAR,3423,12930
10133,Malcolm Brown,RB,5/15/1993,LAR,2588,12386
10134,Nelson Agholor,WR,5/24/1993,LVR,2325,12181
10135,Ameer Abdullah,RB,6/13/1993,MIN,2359,12155
10136,Sammy Watkins,WR,6/14/1993,KCC,1817,11670
10137,Cooper Kupp,WR,6/15/1993,LAR,4039,13164
10138,Jamison Crowder,WR,6/17/1993,NYJ,2410,12184
10139,Adam Humphries,WR,6/24/1993,TEN,2822,12505
10140,Dak Prescott,QB,7/29/1993,DAL,3294,12620
10141,JD McKissic,RB,8/15/1993,WAS,3664,13108
10142,Mike Evans,WR,8/21/1993,TBB,2216,11671
10143,Allen Robinson,WR,8/24/1993,CHI,1992,11678
10144,Hayden Hurst,TE,8/24/1993,ATL,4973,13680
10145,Reggie Begelton,WR,8/31/1993,GBP,6763,15033
10146,Breshad Perriman,WR,9/10/1993,NYJ,2331,12197
10147,Mo Alie-Cox,TE,9/19/1993,IND,4054,13246
10148,Duke Johnson,RB,9/23/1993,HOU,,12157
10149,Brandin Cooks,WR,9/25/1993,HOU,2197,11674
10150,T.J. Yeldon,RB,10/2/1993,BUF,,12153
10151,George Kittle,TE,10/9/1993,SFO,4217,13299
10152,Jalen Richard,RB,10/15/1993,LVR,,12912
10153,Marcus Mariota,QB,10/30/1993,LVR,2307,12141
10154,Kenny Golladay,WR,11/3/1993,DET,4131,13277
10155,C.J. Beathard,QB,11/16/1993,JAC,,13125
10156,Byron Pringle,WR,11/17/1993,KCC,5199,13863
10157,Jacob Hollister,TE,11/18/1993,SEA,4421,13391
10158,Dede Westbrook,WR,11/21/1993,MIN,,13158
10159,Tim Patrick,WR,11/23/1993,DEN,4351,13377
10160,Stefon Diggs,WR,11/29/1993,BUF,2449,12186
10161,Jacoby Brissett,QB,12/11/1993,MIA,,12616
10162,Wayne Gallman,RB,1/1/1994,NYG,4150,13135
10163,Derrick Henry,RB,1/4/1994,TEN,3198,12626
10164,Jameis Winston,QB,1/6/1994,NOS,2306,12140
10165,Kenyan Drake,RB,1/26/1994,ARI,3242,12630
10166,Sterling Shepard,WR,2/10/1994,NYG,3200,12658
10167,Tyreek Hill,WR,3/1/1994,KCC,3321,12801
10168,Chad Kelly,QB,3/26/1994,IND,4051,13121
10169,Maxx Williams,TE,4/12/1994,ARI,,12206
10170,Will Fuller,WR,4/16/1994,HOU,3157,12647
10171,Trent Taylor,WR,4/30/1994,SFO,,13316
10172,Robert Tonyan,TE,4/30/1994,GBP,4602,13427
10173,Dare Ogunbowale,RB,5/4/1994,JAC,,13148
10174,Devin Funchess,WR,5/21/1994,GBP,2346,12205
10175,Elijah McGuire,RB,6/1/1994,SFO,,13144
10176,Chad Beebe,WR,6/1/1994,MIN,5570,13999
10177,Jesse James,TE,6/4/1994,DET,,12211
10178,Amari Cooper,WR,6/18/1994,DAL,2309,12175
10179,Gerald Everett,TE,6/25/1994,SEA,4089,13236
10180,Peyton Barber,RB,6/27/1994,WAS,3594,12637
10181,Marquez Valdes-Scantling,WR,7/16/1994,GBP,5086,13793
10182,Blake Jarwin,TE,7/16/1994,DAL,4571,13722
10183,Jordan Wilkins,RB,7/18/1994,IND,,13789
10184,Trenton Cannon,RB,7/23/1994,CAR,,13816
10185,Phillip Lindsay,RB,7/24/1994,DEN,5170,13614
10186,Todd Gurley,RB,8/3/1994,ATL,2315,12150
10187,Kalif Raymond,WR,8/8/1994,DET,,13066
10188,Jeremy Sprinkle,TE,8/10/1994,DAL,,13194
10189,Mitchell Trubisky,QB,8/20/1994,BUF,3976,13115
10190,Alex Collins,RB,8/26/1994,SEA,3327,12628
10191,Evan Engram,TE,9/2/1994,NYG,4066,13189
10192,Javon Wims,WR,9/11/1994,CHI,,13644
10193,Chris Carson,RB,9/16/1994,SEA,4273,13364
10194,Demarcus Robinson,WR,9/21/1994,KCC,3286,12785
10195,Mike Williams,WR,10/4/1994,LAC,4068,13154
10196,Rashard Higgins,WR,10/7/1994,CLE,3328,12656
10197,Anthony Miller,WR,10/9/1994,CHI,5013,13639
10198,Jared Goff,QB,10/14/1994,DET,3163,12611
10199,Adam Shaheen,TE,10/24/1994,MIA,,13254
10200,Austin Hooper,TE,10/29/1994,CLE,3202,12677
10201,Jordan Howard,RB,11/2/1994,PHI,,12634
10202,Corey Clement,RB,11/2/1994,PHI,4651,13136
10203,Tyler Boyd,WR,11/15/1994,CIN,3225,12650
10204,OJ Howard,TE,11/19/1994,TBB,4055,13188
10205,John Ross,WR,11/27/1994,CIN,,13155
10206,Aaron Jones,RB,12/2/1994,GBP,4199,13319
10207,Hunter Henry,TE,12/7/1994,LAC,3214,12676
10208,Zach Pascal,WR,12/18/1994,IND,4319,13488
10209,Calvin Ridley,WR,12/20/1994,ATL,4981,13629
10210,Tajae Sharpe,WR,12/23/1994,ATL,,12657
10211,Ryan Finley,QB,12/25/1994,CIN,,14068
10212,Dallas Goedert,TE,1/3/1995,PHI,5022,13674
10213,Corey Davis,WR,1/11/1995,TEN,4036,13153
10214,David Moore,WR,1/16/1995,SEA,4274,13348
10215,Leonard Fournette,RB,1/18/1995,TBB,3969,13129
10216,Chad Hansen,WR,1/18/1995,HOU,,13183
10217,Joshua Dobbs,QB,1/26/1995,PIT,,13119
10218,Ross Dwelley,TE,1/26/1995,SFO,,13988
10219,Josh Reynolds,WR,2/16/1995,LAR,4171,13168
10220,Sony Michel,RB,2/17/1995,NEP,4962,13607
10221,Anthony Firkser,TE,2/19/1995,TEN,4435,13919
10222,PJ Walker,QB,2/26/1995,CAR,,13416
10223,Dontrell Hilliard,RB,2/26/1995,HOU,,13871
10224,Matt Breida,RB,2/28/1995,MIA,4455,13378
10225,Taywan Taylor,WR,3/2/1995,HOU,,13167
10226,DaeSean Hamilton,WR,3/10/1995,DEN,4998,13649
10227,Dan Arnold,TE,3/15/1995,ARI,4741,13880
10228,Ricky Seals-Jones,TE,3/15/1995,WAS,,13382
10229,Nick Mullens,QB,3/21/1995,PHI,,13968
10230,Zay Jones,WR,3/30/1995,LVR,4080,13176
10231,Will Grier,QB,4/2/1995,CAR,,14062
10232,Jamaal Williams,RB,4/3/1995,DET,4149,13139
10233,Justin Watson,WR,4/4/1995,TBB,,13776
10234,Isaiah McKenzie,WR,4/9/1995,BUF,4197,13313
10235,Gus Edwards,RB,4/13/1995,BAL,5248,13850
10236,Baker Mayfield,QB,4/14/1995,CLE,4892,13590
10237,Darrel Williams,RB,4/15/1995,KCC,5549,13623
10238,Boston Scott,RB,4/27/1995,PHI,5122,13814
10239,James Conner,RB,5/5/1995,PIT,4137,13146
10240,Austin Ekeler,RB,5/17/1995,LAC,4663,13404
10241,Laquon Treadwell,WR,6/14/1995,ATL,,12645
10242,Mike Boone,RB,6/30/1995,MIN,,13868
10243,Jake Butt,TE,7/11/1995,DEN,4151,13190
10244,Greg Ward,WR,7/12/1995,PHI,6744,13864
10245,Mason Rudolph,QB,7/17/1995,PIT,,13595
10246,Jaylen Samuels,RB,7/21/1995,PIT,,13613
10247,Ezekiel Elliott,RB,7/22/1995,DAL,3164,12625
10248,Alvin Kamara,RB,7/25/1995,NOS,4035,13132
10249,Tarik Cohen,RB,7/26/1995,CHI,4157,13290
10250,Tyler Conklin,TE,7/30/1995,MIN,,13675
10251,Kendrick Bourne,WR,8/4/1995,SFO,4454,13418
10252,Kareem Hunt,RB,8/6/1995,CLE,4098,13138
10253,Dalvin Cook,RB,8/10/1995,MIN,4029,13128
10254,Patrick Laird,RB,8/17/1995,MIA,,14612
10255,Jonnu Smith,TE,8/22/1995,TEN,4144,13193
10256,Trace McSorley,QB,8/23/1995,BAL,,14061
10257,Richie James,WR,9/5/1995,SFO,,13724
10258,Mark Andrews,TE,9/6/1995,BAL,5012,13671
10259,Ito Smith,RB,9/11/1995,ATL,,13768
10260,Travis Fulgham,WR,9/13/1995,PHI,6059,14265
10261,Deshaun Watson,QB,9/14/1995,HOU,4017,13113
10262,Terry McLaurin,WR,9/15/1995,WAS,5927,14109
10263,Samaje Perine,RB,9/16/1995,CIN,4147,13133
10264,Patrick Mahomes,QB,9/17/1995,KCC,4046,13116
10265,Mike Gesicki,TE,10/3/1995,MIA,4993,13672
10266,Braxton Berrios,WR,10/6/1995,NYJ,5121,13638
10267,Courtland Sutton,WR,10/10/1995,DEN,5045,13630
10268,Sammis Reyes,TE,10/19/1995,WAS,7622,15374
10269,Dante Pettis,WR,10/24/1995,NYG,,13634
10270,Brian Hill,RB,11/9/1995,ATL,,13240
10271,Jeff Wilson Jr,RB,11/16/1995,SFO,,14017
10272,Cedrick Wilson,WR,11/20/1995,DAL,,13652
10273,Trey Quinn,WR,12/7/1995,WAS,,13664
10274,Allen Lazard,WR,12/11/1995,GBP,5185,13632
10275,Hunter Renfrow,WR,12/21/1995,LVR,5955,14123
10276,Kalen Ballage,RB,12/22/1995,LAC,4994,13621
10277,Jeremy McNichols,RB,12/26/1995,TEN,,13143
10278,Nick Chubb,RB,12/27/1995,CLE,4988,13610
10279,Ryan Nall,RB,12/27/1995,CHI,5163,13849
10280,Reggie Bonnafon,RB,1/4/1996,CAR,5162,14435
10281,Cam Sims,WR,1/6/1996,WAS,,13895
10282,Noah Brown,WR,1/6/1996,DAL,,13172
10283,Tre'Quan Smith,WR,1/7/1996,NOS,5026,13645
10284,Tyron Johnson,WR,1/8/1996,LAC,6063,14117
10285,Deebo Samuel,WR,1/15/1996,SFO,5872,14136
10286,Russell Gage,WR,1/22/1996,ATL,5110,13809
10287,Jalen Hurd,WR,1/23/1996,SFO,5911,14116
10288,Rashaad Penny,RB,2/2/1996,SEA,4985,13608
10289,Isaiah Ford,WR,2/9/1996,MIA,,13162
10290,Chris Herndon,TE,2/23/1996,NYJ,5009,13679
10291,Royce Freeman,RB,2/24/1996,DEN,5046,13617
10292,D'Ernest Johnson,RB,2/27/1996,CLE,,14331
10293,Chris Godwin,WR,2/27/1996,TBB,4037,13163
10294,Michael Gallup,WR,3/4/1996,DAL,5038,13646
10295,Marlon Mack,RB,3/7/1996,IND,4152,13234
10296,Kyle Allen,QB,3/8/1996,WAS,,13879
10297,James Washington,WR,4/2/1996,PIT,5024,13631
10298,Jake Luton,QB,4/11/1996,JAC,7084,14793
10299,Chase Edmonds,RB,4/13/1996,ARI,5000,13726
10300,Drew Sample,TE,4/16/1996,CIN,,14146
10301,Justin Jackson,RB,4/22/1996,LAC,5131,13620
10302,D'Onta Foreman,RB,4/24/1996,TEN,4111,13134
10303,Gardner Minshew,QB,5/16/1996,JAC,6011,14067
10304,Artavis Pierce,RB,5/17/1996,CHI,7227,14826
10305,Josh Allen,QB,5/21/1996,BUF,4984,13589
10306,Ian Thomas,TE,6/6/1996,CAR,,13678
10307,Christian McCaffrey,RB,6/7/1996,CAR,4034,13130
10308,Jace Sternberger,TE,6/26/1996,GBP,,14140
10309,Diontae Johnson,WR,7/5/1996,PIT,5937,14208
10310,Will Dissly,TE,7/8/1996,SEA,5010,13763
10311,Brett Rypien,QB,7/9/1996,FA,,14065
10312,David Njoku,TE,7/10/1996,CLE,4033,13192
10313,Dalton Schultz,TE,7/12/1996,DAL,5001,13772
10314,Riley Ridley,WR,7/21/1996,CHI,,14103
10315,Joe Mixon,RB,7/24/1996,CIN,4018,13131
10316,Van Jefferson,WR,7/26/1996,LAR,6853,14858
10317,Jordan Thomas,TE,8/2/1996,FA,5117,13819
10318,Jarrett Stidham,QB,8/8/1996,NEP,,14063
10319,Curtis Samuel,WR,8/11/1996,CAR,4082,13157
10320,Qadree Ollison,RB,9/7/1996,ATL,6002,14097
10321,KeeSean Johnson,WR,9/10/1996,ARI,,14124
10322,JaMycal Hasty,RB,9/12/1996,SFO,,14821
10323,KJ Hill,WR,9/15/1996,LAC,,14851
10324,DJ Chark,WR,9/23/1996,JAC,4951,13668
10325,Equanimeous St. Brown,WR,9/30/1996,GBP,,13637
10326,Devine Ozigbo,RB,10/2/1996,JAC,6068,14096
10327,Miles Boykin,WR,10/13/1996,BAL,,14125
10328,Ryquell Armstead,RB,10/30/1996,FA,,14093
10329,Jakobi Meyers,WR,11/9/1996,NEP,5947,14127
10330,Drew Lock,QB,11/10/1996,DEN,5854,14057
10331,Nyheim Hines,RB,11/12/1996,IND,5347,13622
10332,Dawson Knox,TE,11/14/1996,BUF,5906,14143
10333,Christian Kirk,WR,11/18/1996,ARI,4950,13633
10334,Andy Isabella,WR,11/18/1996,ARI,,14121
10335,JuJu Smith-Schuster,WR,11/22/1996,PIT,4040,13156
10336,Joe Burrow,QB,12/10/1996,CIN,6770,14777
10337,JJ Arcega-Whiteside,WR,12/31/1996,PHI,,14107
10338,Josh Oliver,TE,1/1/1997,BAL,,14209
10339,JJ Taylor,RB,1/3/1997,NEP,6973,14827
10340,Dexter Williams,RB,1/6/1997,GBP,6153,14074
10341,Lamar Jackson,QB,1/7/1997,BAL,4881,13593
10342,Darius Slayton,WR,1/12/1997,NYG,6149,14122
10343,Keke Coutee,WR,1/14/1997,HOU,5007,13662
10344,Auden Tate,WR,2/3/1997,CIN,,13642
10345,Adam Trautman,TE,2/5/1997,NOS,6869,14870
10346,Saquon Barkley,RB,2/7/1997,NYG,4866,13604
10347,Josh Rosen,QB,2/10/1997,ATL,,13591
10348,Damien Harris,RB,2/10/1997,NEP,5890,14075
10349,Darwin Thompson,RB,2/12/1997,KCC,6178,14284
10350,Josiah Deguara,TE,2/14/1997,GBP,,14876
10351,Salvon Ahmed,RB,2/15/1997,MIA,6918,14811
10352,Myles Gaskin,RB,2/16/1997,MIA,5980,14081
10353,Mecole Hardman,WR,3/12/1997,KCC,5917,14113
10354,Olabisi Johnson,WR,3/17/1997,MIN,,14305
10355,D'Wayne Eskridge,WR,3/23/1997,SEA,7612,15302
10356,Kahale Warring,TE,3/23/1997,HOU,,14195
10357,Preston Williams,WR,3/26/1997,MIA,6148,14126
10358,Brycen Hopkins,TE,3/27/1997,LAR,,14868
10359,Steven Sims,WR,3/31/1997,WAS,,14613
10360,DJ Moore,WR,4/14/1997,CAR,4983,13635
10361,Jacob Harris,TE,4/16/1997,LAR,7703,15425
10362,Kaden Smith,TE,4/23/1997,NYG,,14142
10363,Tony Pollard,RB,4/30/1997,DAL,5967,14085
10364,Miles Sanders,RB,5/1/1997,PHI,6151,14079
10365,Dwayne Haskins,QB,5/3/1997,PIT,,14058
10366,Ke'Shawn Vaughn,RB,5/4/1997,TBB,6885,14810
10367,Foster Moreau,TE,5/6/1997,LVR,,14239
10368,Daniel Jones,QB,5/26/1997,NYG,5870,14059
10369,Marquise Brown,WR,6/4/1997,BAL,5848,14105
10370,Sam Darnold,QB,6/5/1997,CAR,4943,13592
10371,David Montgomery,RB,6/7/1997,CHI,5892,14071
10372,Jalen Guyton,WR,6/7/1997,LAC,6421,14337
10373,Derrius Guice,RB,6/21/1997,FA,,13605
10374,Kerryon Johnson,RB,6/30/1997,FA,5068,13612
10375,AJ Brown,WR,6/30/1997,TEN,5859,14104
10376,TJ Hockenson,TE,7/3/1997,DET,5844,14138
10377,Bryce Love,RB,7/8/1997,WAS,,14082
10378,Parris Campbell,WR,7/16/1997,IND,5880,14112
10379,Olamide Zaccheaus,WR,7/23/1997,ATL,6271,14592
10380,Scott Miller,WR,7/31/1997,TBB,6290,14280
10381,Ronald Jones,RB,8/3/1997,TBB,5052,13606
10382,Kyler Murray,QB,8/7/1997,ARI,5849,14056
10383,Devin Asiasi,TE,8/13/1997,NEP,,14936
10384,Donald Parham,TE,8/16/1997,LAC,6074,14341
10385,Darrell Henderson,RB,8/19/1997,LAR,5916,14087
10386,Lawrence Cager,WR,8/20/1997,NYJ,,15041
10387,Austin Mack,WR,8/31/1997,NYG,,14855
10388,Devin Singletary,RB,9/3/1997,BUF,6130,14080
10389,Devin Duvernay,WR,9/12/1997,BAL,6847,14847
10390,Ty Johnson,RB,9/17/1997,NYJ,6039,14095
10391,Tyrie Cleveland,WR,9/19/1997,DEN,7032,15027
10392,Collin Johnson,WR,9/23/1997,JAC,6857,14853
10393,Michael Pittman,WR,10/4/1997,IND,6819,14842
10394,Chris Evans,RB,10/5/1997,CIN,7794,15275
10395,Denzel Mims,WR,10/10/1997,NYJ,6849,14846
10396,K.J. Osborn,WR,10/10/1997,MIN,7066,14977
10397,Lynn Bowden,WR,10/14/1997,MIA,6909,14843
10398,Charlie Woerner,TE,10/16/1997,SFO,,14984
10399,Trayveon Williams,RB,10/18/1997,CIN,,14076
10400,Darnell Mooney,WR,10/29/1997,CHI,7090,14974
10401,Cornell Powell,WR,10/30/1997,KCC,7541,15316
10402,Justice Hill,RB,11/14/1997,BAL,,14086
10403,Jacob Eason,QB,11/17/1997,IND,6823,14780
10404,Joshua Kelley,RB,11/20/1997,LAC,7045,14807
10405,Noah Fant,TE,11/20/1997,DEN,5857,14137
10406,Elijah Holyfield,RB,11/29/1997,PHI,,14084
10407,Jamie Newman,QB,12/1/1997,FA,,15245
10408,Deonte Harris,WR,12/4/1997,NOS,6234,14558
10409,DK Metcalf,WR,12/14/1997,SEA,5846,14102
10410,Zack Moss,RB,12/15/1997,BUF,6845,14798
10411,N'Keal Harry,WR,12/17/1997,NEP,5878,14101
10412,Dez Fitzpatrick,WR,12/17/1997,TEN,7729,15407
10413,Feleipe Franks,QB,12/22/1997,ATL,,15244
10414,Joe Reed,WR,1/4/1998,LAC,,14862
10415,Lamical Perine,RB,1/30/1998,NYJ,,14806
10416,Kene Nwangwu,RB,2/9/1998,MIN,,15414
10417,Josh Jacobs,RB,2/11/1998,LVR,5850,14073
10418,Larry Rountree,RB,2/13/1998,LAC,7574,15272
10419,Rhamondre Stevenson,RB,2/23/1998,NEP,7611,15259
10420,Benny Snell,RB,2/26/1998,PIT,,14072
10421,Tua Tagovailoa,QB,3/2/1998,MIA,6768,14778
10422,Anthony McFarland,RB,3/4/1998,PIT,6878,14804
10423,Kyle Trask,QB,3/6/1998,TBB,7605,15242
10424,Najee Harris,RB,3/9/1998,PIT,7528,15254
10425,Justin Herbert,QB,3/10/1998,LAC,6797,14779
10426,Brandon Aiyuk,WR,3/17/1998,SFO,6803,14840
10427,Tamorrion Terry,WR,3/21/1998,SEA,,15318
10428,Marquez Callaway,WR,3/27/1998,NOS,6989,15034
10429,Kylen Granson,TE,3/27/1998,IND,7602,15419
10430,Ian Book,QB,3/30/1998,NOS,,15246
10431,Quintez Cephus,WR,4/1/1998,DET,6895,14850
10432,Quartney Davis,WR,4/7/1998,MIN,,14856
10433,Antonio Gandy-Golden,WR,4/11/1998,WAS,,14863
10434,Sage Surratt,WR,4/13/1998,DET,7576,15295
10435,Lil'Jordan Humphrey,WR,4/19/1998,NOS,5938,14118
10436,Jason Huntley,RB,4/20/1998,FA,7107,14973
10437,Khalil Herbert,RB,4/21/1998,CHI,7608,15271
10438,Harrison Bryant,TE,4/23/1998,CLE,6850,14875
10439,Albert Okwuegbunam,TE,4/25/1998,DEN,,14873
10440,AJ Dillon,RB,5/2/1998,GBP,6828,14805
10441,Elijah Mitchell,RB,5/2/1998,SFO,7561,15263
10442,Thaddeus Moss,TE,5/14/1998,CIN,6919,14869
10443,John Hightower,WR,5/31/1998,PHI,7086,14969
10444,Rico Dowdle,RB,6/4/1998,DAL,7021,14823
10445,Gerrid Doaks,RB,6/8/1998,MIA,7539,15488
10446,Quez Watkins,WR,6/9/1998,PHI,6927,14992
10447,Alexander Mattison,RB,6/19/1998,MIN,5987,14223
10448,Antonio Gibson,RB,6/23/1998,WAS,6945,14852
10449,Chase Claypool,WR,7/7/1998,PIT,6886,14841
10450,Darrynton Evans,RB,7/9/1998,TEN,7064,14808
10451,Demetric Felton,RB,7/16/1998,CLE,,15270
